International Designator,Launch Vehicle,Payload,Country,Launch date
1988-039,SL-16 R/B|SL-16 DEB,COSMOS 1943,CIS,1988-05-15
1988-040,ARIANE 2 R/B|ARIANE 2 DEB,NSS-513 (INTELSAT 513),NETH,1988-05-17
1988-041,SL-4 R/B,COSMOS 1944,CIS,1988-05-18
1988-042,SL-4 R/B|COSMOS 1945 DEB,COSMOS 1945,CIS,1988-05-19
1988-043,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),COSMOS 1946 [GLONASS]|COSMOS 1947 [GLONASS]|COSMOS 1948 [GLONASS],CIS,1988-05-21
1988-044,SL-6 R/B(2)|SL-6 R/B(1)|SL-6 PLAT|SL-6 DEB,MOLNIYA 3-32,CIS,1988-05-26
1988-045,SL-11 R/B,COSMOS 1949,CIS,1988-05-28
1988-046,SL-14 R/B,COSMOS 1950,CIS,1988-05-30
1988-047,SL-4 R/B|COSMOS 1951 DEB,COSMOS 1951,CIS,1988-05-31
1988-048,SL-4 R/B|SOYUZ-TM 5 ORBIT MODULE,SOYUZ-TM 5,CIS,1988-06-07
1988-049,SL-4 R/B|SL-4 DEB|COSMOS 1952 DEB,COSMOS 1952,CIS,1988-06-11
1988-050,SL-14 R/B,COSMOS 1953,CIS,1988-06-14
1988-051,ARIANE 44LP R/B|ARIANE 44LP DEB|ARIANE 44LP DEB [SPELDA,METEOSAT-P2|PHASE 3C (AO-13)|PAS 1,ESA,1988-06-15
1988-052,SCOUT G-1 R/B|SCOUT G-1 DEB,NOVA 2,US,1988-06-16
1988-053,SL-8 R/B|SL-8 DEB,COSMOS 1954,CIS,1988-06-21
1988-054,SL-4 R/B|SL-4 DEB,COSMOS 1955,CIS,1988-06-22
1988-055,SL-4 R/B|COSMOS 1956 DEB,COSMOS 1956,CIS,1988-06-23
1988-056,SL-14 R/B|OKEAN 1 DEB,OKEAN-1,CIS,1988-07-05
1988-057,SL-4 R/B|COSMOS 1957 DEB,COSMOS 1957,CIS,1988-07-07
1988-058,SL-12 R/B|SL-12 PLAT,PHOBOS 1,CIS,1988-07-07
1988-059,SL-12 R/B(2)|SL-12 PLAT|SL-12 R/B(1),PHOBOS 2,CIS,1988-07-12
1988-060,SL-8 R/B,COSMOS 1958,CIS,1988-07-14
1988-061,SL-4 R/B,PROGRESS 37,CIS,1988-07-18
1988-062,SL-8 R/B,COSMOS 1959,CIS,1988-07-18
1988-063,ARIANE 3 R/B|ARIANE 3 DEB [SYLDA]|ARIANE 3 DEB,INSAT-1C|EUTELSAT 1-F5 (ECS-5),IND,1988-07-21
1988-064,SL-14 R/B,METEOR 3-2,CIS,1988-07-26
1988-065,COSMOS 1960 DEB|SL-8 R/B|COSMOS 1960 DEB,COSMOS 1960,CIS,1988-07-28
1988-066,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),COSMOS 1961,CIS,1988-08-01
1988-067,CZ-2C R/B|CZ-2C DEB,FSW-1 2,PRC,1988-08-05
1988-068,SL-4 R/B|SL-4 DEB|COSMOS 1962 DEB,COSMOS 1962,CIS,1988-08-08
1988-069,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2)|SL-6 DEB,MOLNIYA 1-73,CIS,1988-08-12
1988-070,SL-4 R/B|SL-4 DEB,COSMOS 1963,CIS,1988-08-16
1988-071,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),GORIZONT 16,CIS,1988-08-18
1988-072,SL-4 R/B|SL-4 DEB|COSMOS 1964 DEB,COSMOS 1964,CIS,1988-08-23
1988-073,SL-4 R/B|SL-4 DEB|COSMOS 1965 DEB,COSMOS 1965,CIS,1988-08-23
1988-074,SCOUT G-1 R/B|SCOUT G-1 DEB,OSCAR 25|OSCAR 31,US,1988-08-25
1988-075,SL-4 R/B,SOYUZ-TM 6,CIS,1988-08-29
1988-076,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),COSMOS 1966,CIS,1988-08-30
1988-077,TITAN 34D R/B(1)|TITAN 34D TRANSTAGE|TITAN 34D TRANSTAGE DEB,USA 31,US,1988-09-02
1988-078,TITAN 2 R/B,USA 32,US,1988-09-05
1988-079,SL-4 R/B|SL-4 DEB|COSMOS 1967 DEB,COSMOS 1967,CIS,1988-09-06
1988-080,CZ-4 R/B,FENGYUN 1A,PRC,1988-09-06
1988-081,ARIANE 3 R/B|ARIANE 3 DEB [SYLDA]|ARIANE 3 DEB,GSTAR 3|SBS 5,US,1988-09-08
1988-082,SL-4 R/B|COSMOS 1968 DEB,COSMOS 1968,CIS,1988-09-09
1988-083,SL-4 R/B,PROGRESS 38,CIS,1988-09-09
1988-084,SL-4 R/B|SL-4 DEB,COSMOS 1969,CIS,1988-09-15
1988-085,SL-12 DEB|SL-12 R/B(1)|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR)|SL-12 DEB,COSMOS 1970 [GLONASS]|COSMOS 1971 [GLONASS]|COSMOS 1972 [GLONASS],CIS,1988-09-16
1988-086,H-1 R/B(1)|H-1 R/B(2),SAKURA-3B (CS-3B),JPN,1988-09-16
1988-087,SHAVIT R/B,OFEQ 1 (HORIZON 1),ISRA,1988-09-19
1988-088,SL-4 R/B|COSMOS 1973 DEB,COSMOS 1973,CIS,1988-09-22
1988-089,NOAA 11 DEB,NOAA 11,US,1988-09-24
1988-090,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 3-33,CIS,1988-09-29
1988-091,IUS R/B(1)|IUS R/B(2),STS 26|TDRS 3,US,1988-09-29
1988-092,SL-6 PLAT|SL-6 R/B(1)|SL-6 R/B(2)|SL-6 DEB,COSMOS 1974,CIS,1988-10-03
1988-093,SL-14 R/B|COSMOS 1975 DEB,COSMOS 1975,CIS,1988-10-11
1988-094,SL-4 R/B|COSMOS 1976 DEB,COSMOS 1976,CIS,1988-10-13
1988-095,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(AUX MOTOR)|SL-12 R/B(2),RADUGA 22,CIS,1988-10-20
1988-096,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),COSMOS 1977,CIS,1988-10-25
1988-097,SL-4 R/B|COSMOS 1978 DEB,COSMOS 1978,CIS,1988-10-27
1988-098,ARIANE 2 R/B|ARIANE 2 DEB,TDF 1,FR,1988-10-28
1988-099,TITAN 34D R/B,USA 33,US,1988-11-06
1988-100,N/A,BURAN,CIS,1988-11-15
1988-101,SL-11 R/B,COSMOS 1979,CIS,1988-11-18
1988-102,SL-16 R/B|SL-16 DEB|COSMOS 1980 DEB,COSMOS 1980,CIS,1988-11-23
1988-103,SL-4 R/B|SL-4 DEB|COSMOS 1981 DEB,COSMOS 1981,CIS,1988-11-24
1988-104,SL-4 R/B,SOYUZ-TM 7,CIS,1988-11-26
1988-105,SL-4 R/B|COSMOS 1982 DEB,COSMOS 1982,CIS,1988-11-30
1988-106,N/A,STS 27|USA 34,US,1988-12-02
1988-107,SL-4 R/B|SL-4 DEB|COSMOS 1983 DEB,COSMOS 1983,CIS,1988-12-08
1988-108,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),EKRAN 19,CIS,1988-12-10
1988-109,ARIANE 44LP R/B|ARIANE DEB [SPELDA]|ARIANE 44LP DEB,SKYNET 4B|ASTRA 1A,UK,1988-12-11
1988-110,SL-4 R/B,COSMOS 1984,CIS,1988-12-16
1988-111,N/A,STTW-3,PRC,1988-12-22
1988-112,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2)|SL-6 DEB,MOLNIYA 3-34,CIS,1988-12-22
1988-113,COSMOS 1985 DEB|SL-14 R/B|COSMOS 1985 DEB,COSMOS 1985,CIS,1988-12-23
1988-114,SL-4 R/B,PROGRESS 39,CIS,1988-12-25
1988-115,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2)|SL-6 DEB,MOLNIYA 1-74,CIS,1988-12-28
1988-116,SL-4 R/B,COSMOS 1986,CIS,1988-12-29
1989-001,SL-12 R/B(1)|SL-12 DEB|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR)|SL-12 DEB,COSMOS 1987 [GLONASS]|COSMOS 1988 [GLONASS]|COSMOS 1989 (ETALON 1),CIS,1989-01-10
1989-002,SL-4 R/B|COSMOS 1990 DEB,COSMOS 1990,CIS,1989-01-12
1989-003,SL-4 R/B|SL-4 DEB|COSMOS 1991 DEB,COSMOS 1991,CIS,1989-01-18
1989-004,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(AUX MOTOR)|SL-12 R/B(2),GORIZONT 17,CIS,1989-01-26
1989-005,SL-8 R/B|SL-8 DEB,COSMOS 1992,CIS,1989-01-26
1989-006,ARIANE 2 DEB|ARIANE 2 R/B|ARIANE 2 DEB,INTELSAT 515,ITSO,1989-01-27
1989-007,SL-4 R/B,COSMOS 1993,CIS,1989-01-28
1989-008,SL-4 R/B|PROGRESS 40 DEB,PROGRESS 40,CIS,1989-02-10
1989-009,SL-14 R/B,COSMOS 1994|COSMOS 1995|COSMOS 1996|COSMOS 1997|COSMOS 1998|COSMOS 1999,CIS,1989-02-10
1989-010,SL-4 R/B|COSMOS 2000 DEB,COSMOS 2000,CIS,1989-02-10
1989-011,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2)|SL-6 DEB,COSMOS 2001,CIS,1989-02-14
1989-012,SL-8 R/B|SL-8 DEB,COSMOS 2002,CIS,1989-02-14
1989-013,DELTA 2 R/B(1)|DELTA 2 R/B(2) [PAM-D],NAVSTAR 13 (USA 35),US,1989-02-14
1989-014,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 1-75,CIS,1989-02-15
1989-015,SL-4 R/B|SL-4 DEB|COSMOS 2003 DEB,COSMOS 2003,CIS,1989-02-17
1989-016,M-3S2 R/B(1)|M-3S2 R/B(2)|M-3S2 DEB,AKEBONO (EXOS-D),JPN,1989-02-21
1989-017,SL-8 R/B,COSMOS 2004,CIS,1989-02-22
1989-018,SL-14 R/B,METEOR 2-18,CIS,1989-02-28
1989-019,SL-4 R/B,COSMOS 2005,CIS,1989-03-02
1989-020,ARIANE 44LP R/B|ARIANE 44LP DEB [SPELDA|METEOSAT-4 AKM,JCSAT 1|METEOSAT-4 (MOP-1),JPN,1989-03-06
1989-021,IUS R/B(1)|IUS R/B(2),STS 29|TDRS 4,US,1989-03-13
1989-022,SL-4 R/B|SL-4 DEB|COSMOS 2006 DEB,COSMOS 2006,CIS,1989-03-16
1989-023,SL-4 R/B|SL-4 DEB,PROGRESS 41,CIS,1989-03-16
1989-024,SL-4 R/B,COSMOS 2007,CIS,1989-03-23
1989-025,SL-8 R/B,COSMOS 2008|COSMOS 2009|COSMOS 2010|COSMOS 2011|COSMOS 2012|COSMOS 2013|COSMOS 2014|COSMOS 2015,CIS,1989-03-24
1989-026,N/A,USA 36,US,1989-03-24
1989-027,ARIANE 2 R/B|ARIANE 2 DEB,TELE-X,SWED,1989-04-02
1989-028,SL-8 R/B,COSMOS 2016,CIS,1989-04-04
1989-029,SL-4 R/B|SL-4 DEB|COSMOS 2017 DEB,COSMOS 2017,CIS,1989-04-06
1989-030,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),RADUGA 23,CIS,1989-04-14
1989-031,SL-4 R/B,COSMOS 2018,CIS,1989-04-20
1989-032,SL-4 R/B|FOTON 2 DEB,FOTON 2,CIS,1989-04-26
1989-033,IUS R/B(1)|IUS R/B(2),STS 30|MAGELLAN,US,1989-05-04
1989-034,SL-4 R/B|SL-4 DEB|COSMOS 2019 DEB,COSMOS 2019,CIS,1989-05-05
1989-035,TITAN 34D R/B(1)|TITAN 34D R/B(2),USA 37,US,1989-05-10
1989-036,SL-4 R/B,COSMOS 2020,CIS,1989-05-17
1989-037,SL-4 R/B|SL-4 DEB,COSMOS 2021,CIS,1989-05-24
1989-038,SL-4 R/B|RESURS F-1 DEB,RESURS F-1|PION 1|PION 2,CIS,1989-05-25
1989-039,SL-12 DEB|SL-12 R/B(1)|SL-12 DEB|SL-12 R/B(2)|SL-12 DEB|SL-12 R/B(AUX MOTOR)|SL-12 DEB,COSMOS 2022 [GLONASS]|COSMOS 2023 [GLONASS]|COSMOS 2024 (ETALON 2),CIS,1989-05-31
1989-040,SL-4 R/B|SL-4 DEB|COSMOS 2025 DEB,COSMOS 2025,CIS,1989-06-01
1989-041,ARIANE 44L R/B|ARIANE 44L DEB [SPELDA],SUPERBIRD-A|DFS 1,JPN,1989-06-05
1989-042,SL-8 R/B,COSMOS 2026,CIS,1989-06-07
1989-043,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2)|SL-6 DEB,MOLNIYA 3-35,CIS,1989-06-08
1989-044,DELTA 2 R/B(1)|DELTA 2 R/B(2) [PAM-D],NAVSTAR 14 (USA 38),US,1989-06-10
1989-045,SL-8 R/B,COSMOS 2027,CIS,1989-06-14
1989-046,TITAN 4 R/B|IUS R/B(1)|IUS R/B(2)|USA 39 DEB,USA 39 (DSP 14),US,1989-06-14
1989-047,SL-4 R/B|SL-4 DEB|COSMOS 2028 DEB,COSMOS 2028,CIS,1989-06-16
1989-048,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),RADUGA-1 1,CIS,1989-06-21
1989-049,SL-4 R/B|RESURS F-2 DEB,RESURS F-2,CIS,1989-06-27
1989-050,SL-8 R/B,NADEZHDA 1,CIS,1989-07-04
1989-051,SL-4 R/B|COSMOS 2029 DEB,COSMOS 2029,CIS,1989-07-05
1989-052,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR)|SL-12 DEB,GORIZONT 18,CIS,1989-07-05
1989-053,ARIANE 3 R/B|ARIANE 3 DEB,OLYMPUS,ESA,1989-07-12
1989-054,SL-4 R/B,COSMOS 2030,CIS,1989-07-12
1989-055,SL-4 R/B|RESURS F-3 DEB,RESURS F-3|PION 3|PION 4,CIS,1989-07-18
1989-056,SL-4 R/B|SL-4 DEB|COSMOS 2031 DEB,COSMOS 2031,CIS,1989-07-18
1989-057,SL-4 R/B|COSMOS 2032 DEB,COSMOS 2032,CIS,1989-07-20
1989-058,SL-11 R/B,COSMOS 2033,CIS,1989-07-24
1989-059,SL-8 R/B,COSMOS 2034,CIS,1989-07-25
1989-060,SL-4 R/B|COSMOS 2035 DEB,COSMOS 2035,CIS,1989-08-02
1989-061,USA 40 R/B DEB|USA 40 R/B|USA 40 R/B DEB,STS 28|USA 40|USA 41,US,1989-08-08
1989-062,ARIANE 44LP R/B|ARIANE 44LP DEB [SPELDA|ARIANE 44LP DEB,TVSAT 2|HIPPARCOS,GER,1989-08-08
1989-063,SL-4 R/B|RESURS F-4 DEB,RESURS F-4,CIS,1989-08-15
1989-064,DELTA 2 R/B(1)|DELTA 2 R/B(2) [PAM-D],NAVSTAR 15 (USA 42),US,1989-08-18
1989-065,SL-4 R/B|SL-4 DEB|COSMOS 2036 DEB,COSMOS 2036,CIS,1989-08-22
1989-066,SL-4 R/B,PROGRESS-M 1,CIS,1989-08-23
1989-067,DELTA 1 R/B|MARCOPOLO 1 R/B(PAM-D),SIRIUS W (MARCOPOLO 1),SWED,1989-08-27
1989-068,SL-14 R/B,COSMOS 2037,CIS,1989-08-28
1989-069,TITAN 34D IUS R/B(1)|TITAN 34D IUS R/B(2),USA 43|USA 44,US,1989-09-04
1989-070,H-1 R/B(1)|HIMAWARI-4 AKM,HIMAWARI-4 (GMS-4),JPN,1989-09-05
1989-071,SL-4 R/B,SOYUZ-TM 8,CIS,1989-09-05
1989-072,TITAN 2 R/B,USA 45,US,1989-09-06
1989-073,SL-4 R/B|RESURS F-5 DEB,RESURS F-5,CIS,1989-09-06
1989-074,SL-14 R/B,COSMOS 2038|COSMOS 2039|COSMOS 2040|COSMOS 2041|COSMOS 2042|COSMOS 2043,CIS,1989-09-14
1989-075,SL-4 R/B|COSMOS 2044 DEB,COSMOS 2044,CIS,1989-09-15
1989-076,SL-4 R/B|SL-4 DEB|COSMOS 2045 DEB,COSMOS 2045,CIS,1989-09-22
1989-077,ATLAS CENTAUR R/B,FLTSATCOM 8 (USA 46),US,1989-09-25
1989-078,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 1-76,CIS,1989-09-27
1989-079,SL-11 R/B,COSMOS 2046,CIS,1989-09-27
1989-080,SL-14 R/B|SL-14 DEB,INTERCOSMOS 24|MAGION 2,CIS,1989-09-28
1989-081,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),GORIZONT 19,CIS,1989-09-28
1989-082,SL-4 R/B,COSMOS 2047,CIS,1989-10-03
1989-083,SL-4 R/B|SL-4 DEB|COSMOS 2048 DEB,COSMOS 2048,CIS,1989-10-17
1989-084,IUS R/B(1)|IUS R/B(2),STS 34|GALILEO,US,1989-10-18
1989-085,DELTA 2 R/B(1)|DELTA 2 R/B(2) [PAM-D]|DELTA 2 DEB,NAVSTAR 16 (USA 47),US,1989-10-21
1989-086,SL-14 R/B,METEOR 3-3,CIS,1989-10-24
1989-087,ARIANE 44L R/B,INTELSAT 602 (IS-602),ITSO,1989-10-27
1989-088,SL-4 R/B,COSMOS 2049,CIS,1989-11-17
1989-089,COBE DEB|DELTA 1 R/B|COBE DEB|DELTA 1 DEB|COBE DEB|DELTA 1 DEB|COBE DEB,COBE,US,1989-11-18
1989-090,IUS R/B(1)|IUS R/B(2),STS 33|USA 48,US,1989-11-23
1989-091,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),COSMOS 2050,CIS,1989-11-23
1989-092,N/A,COSMOS 2051,CIS,1989-11-24
1989-093,SL-13 R/B|SL-13 DEB,KVANT 2,CIS,1989-11-26
1989-094,SL-6 R/B(2)|SL-6 R/B(1)|SL-6 PLAT,MOLNIYA 3-36,CIS,1989-11-28
1989-095,SL-4 R/B,COSMOS 2052,CIS,1989-11-30
1989-096,SL-12 R/B(AUX MOTOR)|SL-12 R/B|SL-12 R/B(AUX MOTOR),GRANAT,CIS,1989-12-01
1989-097,DELTA 2 R/B(1)|DELTA 2 R/B(2) [PAM-D],NAVSTAR 17 (USA 49),US,1989-12-11
1989-098,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),RADUGA 24,CIS,1989-12-15
1989-099,SL-4 R/B,PROGRESS-M 2,CIS,1989-12-20
1989-100,COSMOS 2053 DEB|SL-14 DEB|SL-14 R/B|SL-14 DEB|COSMOS 2053 DEB,COSMOS 2053,CIS,1989-12-27
1989-101,SL-12 PLAT|SL-12 R/B(1)|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR)|COSMOS 2054 DEB|SL-12 DEB,COSMOS 2054,CIS,1989-12-27
1990-001,TITAN 3 R/B|SKYNET 4A R/B(PAM-D2)|TITAN 3 DEB|JCSAT 2 PKM [SSUS-A],SKYNET 4A|JCSAT 2,UK,1990-01-01
1990-002,LEASAT 5 PKM [SSUS-A]|SSUS-A DEB,STS 32|LEASAT 5,US,1990-01-09
1990-003,SL-4 R/B|SL-4 DEB|COSMOS 2055 DEB,COSMOS 2055,CIS,1990-01-17
1990-004,SL-8 R/B|SL-8 DEB,COSMOS 2056,CIS,1990-01-18
1990-005,ARIANE 40 R/B,SPOT 2|UOSAT 3 (UO-14)|UOSAT 4 (UO-15)|PACSAT (AO-16)|DOVE (DO-17)|WEBERSAT (WO-18)|LUSAT (LO-19),FR,1990-01-22
1990-006,SL-6 R/B(1)|SL-6 R/B(2)|SL-6 PLAT,MOLNIYA 3-37,CIS,1990-01-23
1990-007,M-3S2 R/B(1)|M-3S2 R/B(2),HITEN (MUSES-A)|HAGOROMO,JPN,1990-01-24
1990-008,DELTA 2 R/B(1)|DELTA 2 R/B(2) [PAM-D],NAVSTAR 18 (USA 50),US,1990-01-24
1990-009,SL-4 R/B,COSMOS 2057,CIS,1990-01-25
1990-010,SL-14 R/B,COSMOS 2058,CIS,1990-01-30
1990-011,CZ-3 R/B|CZ-3 DEB,STTW-4,PRC,1990-02-04
1990-012,SL-8 R/B|SL-8 DEB,COSMOS 2059,CIS,1990-02-06
1990-013,H-1 R/B,MOMO-1B (MOS-1B)|ORIZURU (DEBUT)|JAS-1B (FO-20),JPN,1990-02-07
1990-014,SL-4 R/B,SOYUZ-TM 9,CIS,1990-02-11
1990-015,DELTA 2 R/B,LACE (USA 51)|RME (USA 52),US,1990-02-14
1990-016,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),RADUGA 25,CIS,1990-02-15
1990-017,SL-8 R/B|SL-8 DEB,NADEZHDA 2,CIS,1990-02-27
1990-018,SL-14 R/B,OKEAN-2,CIS,1990-02-28
1990-019,USA 53 DEB,STS 36|USA 53,US,1990-02-28
1990-020,SL-4 R/B,PROGRESS-M 3,CIS,1990-02-28
1990-021,TITAN 3 R/B,INTELSAT 603 (IS-603),ITSO,1990-03-14
1990-022,SL-11 R/B,COSMOS 2060,CIS,1990-03-14
1990-023,SL-8 R/B,COSMOS 2061,CIS,1990-03-20
1990-024,SL-4 R/B|COSMOS 2062 DEB,COSMOS 2062,CIS,1990-03-22
1990-025,DELTA 2 R/B(1)|DELTA 2 R/B(2) [PAM-D],NAVSTAR 19 (USA 54),US,1990-03-26
1990-026,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),COSMOS 2063,CIS,1990-03-27
1990-027,SHAVIT R/B,OFEQ 2 (HORIZON 2),ISRA,1990-04-03
1990-028,N/A,PEGSAT|USA 55,US,1990-04-05
1990-029,SL-8 R/B,COSMOS 2064|COSMOS 2065|COSMOS 2066|COSMOS 2067|COSMOS 2068|COSMOS 2069|COSMOS 2070|COSMOS 2071,CIS,1990-04-06
1990-030,CZ-3 R/B,ASIASAT 1,AC,1990-04-07
1990-031,ATLAS 28E R/B|ATLAS 28E DEB|USA 56-58 DEB,USA 56|USA 57|USA 58,US,1990-04-11
1990-032,SL-4 R/B|FOTON 3 DEB,FOTON 3,CIS,1990-04-11
1990-033,SL-4 R/B,COSMOS 2072,CIS,1990-04-13
1990-034,DELTA 2 R/B|PALAPA B2R R/B(PAM-D),NEWSAT-1 (PALAPA B2R),US,1990-04-13
1990-035,SL-4 R/B|COSMOS 2073 DEB,COSMOS 2073,CIS,1990-04-17
1990-036,SL-8 R/B|SL-8 DEB,COSMOS 2074,CIS,1990-04-20
1990-037,HST DEB [SOLAR PANEL]|HST DEB,STS 31|HST,US,1990-04-24
1990-038,SL-8 R/B|COSMOS 2075 DEB,COSMOS 2075,CIS,1990-04-25
1990-039,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 1-77,CIS,1990-04-26
1990-040,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2)|SL-6 DEB,COSMOS 2076,CIS,1990-04-28
1990-041,SL-4 R/B,PROGRESS 42,CIS,1990-05-05
1990-042,SL-4 R/B|COSMOS 2077 DEB,COSMOS 2077,CIS,1990-05-07
1990-043,SCOUT G-1 R/B|SCOUT G-1 DEB,MACSAT 1 (M 1)|MACSAT 2 (M 2),US,1990-05-09
1990-044,SL-4 R/B|SL-4 DEB,COSMOS 2078,CIS,1990-05-15
1990-045,SL-12 R/B(1)|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),COSMOS 2079 [GLONASS]|COSMOS 2080 [GLONASS]|COSMOS 2081 [GLONASS],CIS,1990-05-19
1990-046,SL-16 R/B|SL-16 DEB,COSMOS 2082,CIS,1990-05-22
1990-047,SL-4 R/B|RESURS F-6 DEB,RESURS F-6,CIS,1990-05-29
1990-048,SL-13 R/B,KRISTALL,CIS,1990-05-31
1990-049,DELTA 2 R/B,ROSAT,GER,1990-06-01
1990-050,TITAN 4 R/B|USA 59 DEB|USA 60 DEB|USA 59-62 DEB,USA 59|USA 60|USA 61|USA 62,US,1990-06-08
1990-051,DELTA 1 R/B|INSAT-1D R/B(PAM-D),INSAT-1D,IND,1990-06-12
1990-052,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 3-38,CIS,1990-06-13
1990-053,SL-4 R/B|COSMOS 2083 DEB,COSMOS 2083,CIS,1990-06-19
1990-054,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),GORIZONT 20,CIS,1990-06-20
1990-055,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),COSMOS 2084,CIS,1990-06-21
1990-056,TITAN 3 R/B(1)|TITAN 3 R/B(2),INTELSAT 604 (IS-604),ITSO,1990-06-23
1990-057,SL-14 R/B,METEOR 2-19,CIS,1990-06-27
1990-058,SL-4 R/B,GAMMA,CIS,1990-07-11
1990-059,CZ-2E R/B,BADR-1,PAKI,1990-07-16
1990-060,SL-4 R/B|RESURS F-7 DEB,RESURS F-7,CIS,1990-07-17
1990-061,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),COSMOS 2085,CIS,1990-07-18
1990-062,SL-4 R/B|COSMOS 2086 DEB,COSMOS 2086,CIS,1990-07-20
1990-063,ARIANE 44L R/B|ARIANE 44L DEB [SPELDA],TDF 2|DFS 2,FR,1990-07-24
1990-064,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2)|SL-6 DEB,COSMOS 2087,CIS,1990-07-25
1990-065,CRRES DEB [CANISTER]|ATLAS 1 CENTAUR R/B|CRRES DEB [CANISTER],CRRES,US,1990-07-25
1990-066,SL-14 R/B,COSMOS 2088,CIS,1990-07-30
1990-067,SL-4 R/B,SOYUZ-TM 10,CIS,1990-08-01
1990-068,DELTA 2 R/B(1)|DELTA 2 R/B(2) [PAM-D],NAVSTAR 20 (USA 63),US,1990-08-02
1990-069,SL-4 R/B|SL-4 DEB,COSMOS 2089,CIS,1990-08-03
1990-070,SL-14 R/B,COSMOS 2090|COSMOS 2091|COSMOS 2092|COSMOS 2093|COSMOS 2094|COSMOS 2095,CIS,1990-08-08
1990-071,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 1-78,CIS,1990-08-10
1990-072,SL-4 R/B|PROGRESS-M 4 DEB,PROGRESS-M 4,CIS,1990-08-15
1990-073,SL-4 R/B|RESURS F-8 DEB,RESURS F-8,CIS,1990-08-16
1990-074,DELTA 2 R/B|MARCOPOLO 2 R/B(PAM-D),THOR I (MARCOPOLO 2),NOR,1990-08-18
1990-075,SL-11 R/B,COSMOS 2096,CIS,1990-08-23
1990-076,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),COSMOS 2097,CIS,1990-08-28
1990-077,H-1 R/B(1)|H-1 R/B(2),YURI-3A (BS-3A),JPN,1990-08-28
1990-078,SL-8 R/B,COSMOS 2098,CIS,1990-08-28
1990-079,ARIANE 44LP R/B|ARIANE 44LP DEB [SPELDA,SKYNET 4C|EUTELSAT 2-F1,UK,1990-08-30
1990-080,SL-4 R/B|COSMOS 2099 DEB,COSMOS 2099,CIS,1990-08-31
1990-081,CZ-4 DEB|CZ-4 R/B|CZ-4 DEB,FENGYUN 1B|QQW-1|QQW-2,PRC,1990-09-03
1990-082,SL-4 R/B|RESURS F-9 DEB,RESURS F-9,CIS,1990-09-07
1990-083,SL-8 R/B,COSMOS 2100,CIS,1990-09-14
1990-084,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 3-39,CIS,1990-09-20
1990-085,SL-4 R/B,PROGRESS-M 5,CIS,1990-09-27
